Timestep,HO,H2O,O,H3O,H4O
3507000,0,7,0,0,0
3508000,0,7,0,0,0
3509000,0,7,0,0,0
3510000,0,7,0,0,0
3511000,0,7,0,0,0
3512000,0,7,0,0,0
3513000,0,7,0,0,0
3514000,0,7,0,0,0
3515000,0,7,0,0,0
3516000,0,7,0,0,0
3517000,0,7,0,0,0
3518000,0,7,0,0,0
3519000,0,7,0,0,0
3520000,0,7,0,0,0
3521000,0,7,0,0,0
3522000,0,7,0,0,0
3523000,0,7,0,0,0
3524000,0,7,0,0,0
3525000,0,7,0,0,0
3526000,0,7,0,0,0
3527000,0,7,0,0,0
3528000,0,7,0,0,0
3529000,0,7,0,0,0
3530000,0,7,0,0,0
3531000,0,7,0,0,0
3532000,0,7,0,0,0
3533000,1,7,0,0,0
3534000,1,7,0,0,0
3535000,0,7,0,0,0
3536000,0,7,0,0,0
3537000,0,7,0,0,0
3538000,0,7,0,0,0
3539000,0,7,0,0,0
3540000,0,7,0,0,0
3541000,0,7,0,0,0
3542000,0,7,0,0,0
3543000,0,7,0,0,0
3544000,0,7,0,0,0
3545000,0,7,0,0,0
3546000,0,7,0,0,0
3547000,0,7,0,0,0
3548000,0,7,0,0,0
3549000,0,7,0,0,0
3550000,0,7,0,0,0
3551000,0,7,0,0,0
3552000,0,7,0,0,0
3553000,0,7,0,0,0
3554000,0,7,0,0,0
3555000,0,7,0,0,0
3556000,0,7,0,0,0
3557000,0,7,0,0,0
3558000,0,7,0,0,0
3559000,0,7,0,0,0
3560000,0,7,0,0,0
3561000,1,7,0,0,0
3562000,0,7,0,0,0
3563000,0,7,0,0,0
3564000,0,7,0,0,0
3565000,0,7,0,0,0
3566000,0,7,0,0,0
3567000,0,7,0,0,0
3568000,0,7,0,0,0
3569000,0,7,0,0,0
3570000,0,7,0,0,0
3571000,0,7,0,0,0
3572000,0,7,0,0,0
3573000,0,7,0,0,0
3574000,0,7,0,0,0
3575000,0,7,0,0,0
3576000,0,7,0,0,0
3577000,0,7,0,0,0
3578000,0,7,0,0,0
3579000,0,7,0,0,0
3580000,0,7,0,0,0
3581000,0,7,0,0,0
3582000,0,7,0,0,0
3583000,0,7,0,0,0
3584000,0,7,0,0,0
3585000,0,7,0,0,0
3586000,0,7,0,0,0
3587000,0,7,0,0,0
3588000,0,7,0,0,0
3589000,0,7,0,0,0
3590000,0,7,0,0,0
3591000,0,7,0,0,0
3592000,0,7,0,0,0
3593000,0,7,0,0,0
3594000,0,7,0,0,0
3595000,0,7,0,0,0
3596000,0,7,0,0,0
3597000,0,7,0,0,0
3598000,0,7,0,0,0
3599000,0,7,0,0,0
3600000,0,7,0,0,0
3601000,0,7,0,0,0
3602000,0,7,0,0,0
3603000,0,7,0,0,0
3604000,0,7,0,0,0
3605000,0,7,0,0,0
3606000,0,7,0,0,0
3607000,0,7,0,0,0
3608000,0,7,0,0,0
3609000,0,7,0,0,0
3610000,0,7,0,0,0
3611000,0,7,0,0,0
3612000,0,7,0,0,0
3613000,0,7,0,0,0
3614000,0,7,0,0,0
3615000,0,7,0,0,0
3616000,0,7,0,0,0
3617000,0,7,0,0,0
3618000,0,7,0,0,0
3619000,0,7,0,0,0
3620000,0,7,0,0,0
3621000,0,7,0,0,0
3622000,0,7,0,0,0
3623000,0,7,0,0,0
3624000,0,7,0,0,0
3625000,0,7,0,0,0
3626000,0,7,0,0,0
3627000,0,7,0,0,0
3628000,0,7,0,0,0
3629000,0,7,0,0,0
3630000,0,7,0,0,0
3631000,0,7,0,0,0
3632000,0,7,0,0,0
3633000,0,7,0,0,0
3634000,0,7,0,0,0
3635000,0,7,0,0,0
3636000,0,7,0,0,0
3637000,0,7,0,0,0
3638000,0,7,0,0,0
3639000,0,7,0,0,0
3640000,0,7,0,0,0
3641000,0,7,0,0,0
3642000,0,7,0,0,0
3643000,0,7,0,0,0
3644000,0,7,0,0,0
3645000,0,7,0,0,0
3646000,0,7,0,0,0
3647000,0,7,0,0,0
3648000,0,7,0,0,0
3649000,0,7,0,0,0
3650000,0,7,0,0,0
3651000,0,7,0,0,0
3652000,0,7,0,0,0
3653000,0,7,0,0,0
3654000,0,7,0,0,0
3655000,0,7,0,0,0
3656000,0,7,0,0,0
3657000,0,7,0,0,0
3658000,0,7,0,0,0
3659000,0,7,0,0,0
3660000,0,7,0,0,0
3661000,0,7,0,0,0
3662000,0,7,0,0,0
3663000,0,7,0,0,0
3664000,0,7,0,0,0
3665000,1,6,0,0,0
3666000,1,6,0,0,0
3667000,1,6,0,0,0
3668000,1,6,0,0,0
3669000,1,6,0,0,0
3670000,1,6,0,0,0
3671000,1,6,0,0,0
3672000,1,6,0,0,0
3673000,1,6,0,0,0
3674000,1,6,0,0,0
3675000,1,6,0,0,0
3676000,1,6,0,0,0
3677000,0,7,0,0,0
3678000,0,7,0,0,0
3679000,0,7,0,0,0
3680000,0,7,0,0,0
3681000,0,7,0,0,0
3682000,0,7,0,0,0
3683000,0,7,0,0,0
3684000,0,7,0,0,0
3685000,0,7,0,0,0
3686000,0,7,0,0,0
3687000,0,7,0,0,0
3688000,0,7,0,0,0
3689000,0,7,0,0,0
3690000,0,7,0,0,0
3691000,0,7,0,0,0
3692000,0,7,0,0,0
3693000,0,7,0,0,0
3694000,0,7,0,0,0
3695000,0,7,0,0,0
3696000,0,7,0,0,0
3697000,0,7,0,0,0
3698000,0,7,0,0,0
3699000,0,7,0,0,0
3700000,0,7,0,0,0
3701000,0,7,0,0,0
3702000,0,7,0,0,0
3703000,0,7,0,0,0
3704000,0,7,0,0,0
3705000,0,7,0,0,0
3706000,0,7,0,0,0
3707000,0,7,0,0,0
3708000,0,7,0,0,0
3709000,0,7,0,0,0
3710000,0,7,0,0,0
3711000,0,7,0,0,0
3712000,0,7,0,0,0
3713000,0,7,0,0,0
3714000,0,7,0,0,0
3715000,0,7,0,0,0
3716000,0,7,0,0,0
3717000,0,7,0,0,0
3718000,0,7,0,0,0
3719000,0,7,0,0,0
3720000,0,7,0,0,0
3721000,0,7,0,0,0
3722000,0,7,0,0,0
3723000,0,7,0,0,0
3724000,0,7,0,0,0
3725000,0,7,0,0,0
3726000,0,7,0,0,0
3727000,0,7,0,0,0
3728000,0,7,0,0,0
3729000,0,7,0,0,0
3730000,0,7,0,0,0
3731000,0,7,0,0,0
3732000,0,7,0,0,0
3733000,0,7,0,0,0
3734000,0,7,0,0,0
3735000,0,7,0,0,0
3736000,0,7,0,0,0
3737000,0,7,0,0,0
3738000,0,7,0,0,0
3739000,0,7,0,0,0
3740000,0,7,0,0,0
3741000,0,7,0,0,0
3742000,0,7,0,0,0
3743000,0,7,0,0,0
3744000,0,7,0,0,0
3745000,0,7,0,0,0
3746000,0,7,0,0,0
3747000,0,7,0,0,0
3748000,0,7,0,0,0
3749000,0,7,0,0,0
3750000,0,7,0,0,0
3751000,0,7,0,0,0
3752000,0,7,0,0,0
3753000,0,7,0,0,0
3754000,0,7,0,0,0
3755000,0,7,0,0,0
3756000,0,7,0,0,0
3757000,0,7,0,0,0
3758000,0,7,0,0,0
3759000,0,7,0,0,0
3760000,0,7,0,0,0
3761000,0,7,0,0,0
3762000,0,7,0,0,0
3763000,0,7,0,0,0
3764000,0,7,0,0,0
3765000,0,7,0,0,0
3766000,0,7,0,0,0
3767000,0,7,0,0,0
3768000,0,7,0,0,0
3769000,0,7,0,0,0
3770000,0,7,0,0,0
3771000,0,7,0,0,0
3772000,0,7,0,0,0
3773000,0,7,0,0,0
3774000,0,7,0,0,0
3775000,0,7,0,0,0
3776000,0,7,0,0,0
3777000,0,7,0,0,0
3778000,0,7,0,0,0
3779000,0,7,0,0,0
3780000,0,7,0,0,0
3781000,0,7,0,0,0
3782000,0,7,0,0,0
3783000,0,7,0,0,0
3784000,0,7,0,0,0
3785000,0,7,0,0,0
3786000,0,7,0,0,0
3787000,0,7,0,0,0
3788000,0,7,0,0,0
3789000,0,7,0,0,0
3790000,0,7,0,0,0
3791000,0,7,0,0,0
3792000,0,7,0,0,0
3793000,0,7,0,0,0
3794000,0,7,0,0,0
3795000,0,7,0,0,0
3796000,0,7,0,0,0
3797000,0,7,0,0,0
3798000,0,7,0,0,0
3799000,0,7,0,0,0
3800000,0,7,0,0,0
3801000,0,7,0,0,0
3802000,0,7,0,0,0
3803000,0,7,0,0,0
3804000,0,7,0,0,0
3805000,0,7,0,0,0
3806000,0,7,0,0,0
3807000,0,7,0,0,0
3808000,0,7,0,0,0
3809000,0,7,0,0,0
3810000,0,7,0,0,0
3811000,0,7,0,0,0
3812000,0,7,0,0,0
3813000,0,7,0,0,0
3814000,0,7,0,0,0
3815000,0,7,0,0,0
3816000,0,7,0,0,0
3817000,0,7,0,0,0
3818000,0,7,0,0,0
3819000,0,7,0,0,0
3820000,0,7,0,0,0
3821000,0,7,0,0,0
3822000,0,7,0,0,0
3823000,0,7,0,0,0
3824000,0,7,0,0,0
3825000,0,7,0,0,0
3826000,0,7,0,0,0
3827000,0,7,0,0,0
3828000,0,7,0,0,0
3829000,0,7,0,0,0
3830000,0,7,0,0,0
3831000,0,7,0,0,0
3832000,0,7,0,0,0
3833000,0,7,0,0,0
3834000,0,7,0,0,0
3835000,0,7,0,0,0
3836000,0,7,0,0,0
3837000,0,7,0,0,0
3838000,0,7,0,0,0
3839000,0,7,0,0,0
3840000,0,7,0,0,0
3841000,0,7,0,0,0
3842000,0,7,0,0,0
3843000,0,7,0,0,0
3844000,0,7,0,0,0
3845000,0,7,0,0,0
3846000,0,7,0,0,0
3847000,0,7,0,0,0
3848000,0,7,0,0,0
3849000,0,7,0,0,0
3850000,0,7,0,0,0
3851000,0,7,0,0,0
3852000,0,7,0,0,0
3853000,0,7,0,0,0
3854000,0,7,0,0,0
3855000,0,7,0,0,0
3856000,0,7,0,0,0
3857000,0,7,0,0,0
3858000,0,7,0,0,0
3859000,0,7,0,0,0
3860000,0,7,0,0,0
3861000,0,7,0,0,0
3862000,0,7,0,0,0
3863000,0,7,0,0,0
3864000,0,7,0,0,0
3865000,0,7,0,0,0
3866000,0,7,0,0,0
3867000,0,7,0,0,0
3868000,0,7,0,0,0
3869000,0,7,0,0,0
3870000,0,7,0,0,0
3871000,0,7,0,0,0
3872000,0,7,0,0,0
3873000,0,7,0,0,0
3874000,0,7,0,0,0
3875000,1,7,0,0,0
3876000,0,7,0,0,0
3877000,0,7,0,0,0
3878000,0,7,0,0,0
3879000,0,7,0,0,0
3880000,0,7,0,0,0
3881000,0,7,0,0,0
3882000,0,7,0,0,0
3883000,0,7,0,0,0
3884000,0,7,0,0,0
3885000,0,7,0,0,0
3886000,0,7,0,0,0
3887000,0,7,0,0,0
3888000,0,7,0,0,0
3889000,0,7,0,0,0
3890000,0,7,0,0,0
3891000,0,7,0,0,0
3892000,0,7,0,0,0
3893000,0,7,0,0,0
3894000,0,7,0,0,0
3895000,0,7,0,0,0
3896000,0,7,0,0,0
3897000,0,7,0,0,0
3898000,0,7,0,0,0
3899000,0,7,0,0,0
3900000,0,7,0,0,0
3901000,0,7,0,0,0
3902000,0,7,0,0,0
3903000,0,7,0,0,0
3904000,0,7,0,0,0
3905000,0,7,0,0,0
3906000,0,7,0,0,0
3907000,0,7,0,0,0
3908000,0,7,0,0,0
3909000,0,7,0,0,0
3910000,0,7,0,0,0
3911000,0,7,0,0,0
3912000,0,7,0,0,0
3913000,0,7,0,0,0
3914000,0,7,0,0,0
3915000,0,7,0,0,0
3916000,0,7,0,0,0
3917000,0,7,0,0,0
3918000,0,7,0,0,0
3919000,0,7,0,0,0
3920000,0,7,0,0,0
3921000,0,7,0,0,0
3922000,0,7,0,0,0
3923000,0,7,0,0,0
3924000,0,7,0,0,0
3925000,0,7,0,0,0
3926000,0,7,0,0,0
3927000,0,7,0,0,0
3928000,0,7,0,0,0
3929000,0,7,0,0,0
3930000,0,7,0,0,0
3931000,0,7,0,0,0
3932000,0,7,0,0,0
3933000,0,7,0,0,0
3934000,0,7,0,0,0
3935000,0,7,0,0,0
3936000,0,7,0,0,0
3937000,0,7,0,0,0
3938000,0,7,0,0,0
3939000,0,7,0,0,0
3940000,0,7,0,0,0
3941000,0,7,0,0,0
3942000,0,7,0,0,0
3943000,0,7,0,0,0
3944000,0,7,0,0,0
3945000,0,7,0,0,0
3946000,0,7,0,0,0
3947000,0,7,0,0,0
3948000,0,7,0,0,0
3949000,0,7,0,0,0
3950000,0,7,0,0,0
3951000,0,7,0,0,0
3952000,0,7,0,0,0
3953000,0,7,0,0,0
3954000,0,7,0,0,0
3955000,0,7,0,0,0
3956000,0,7,0,0,0
3957000,0,7,0,0,0
3958000,0,7,0,0,0
3959000,0,7,0,0,0
3960000,0,7,0,0,0
3961000,0,7,0,0,0
3962000,0,7,0,0,0
3963000,0,7,0,0,0
3964000,0,7,0,0,0
3965000,0,7,0,0,0
3966000,0,7,0,0,0
3967000,0,7,0,0,0
3968000,0,7,0,0,0
3969000,0,7,0,0,0
3970000,0,7,0,0,0
3971000,0,7,0,0,0
3972000,0,7,0,0,0
3973000,0,7,0,0,0
3974000,0,7,0,0,0
3975000,0,7,0,0,0
3976000,0,7,0,0,0
3977000,0,7,0,0,0
3978000,0,7,0,0,0
3979000,0,7,0,0,0
3980000,0,7,0,0,0
3981000,0,7,0,0,0
3982000,0,7,0,0,0
3983000,0,7,0,0,0
3984000,0,7,0,0,0
3985000,0,7,0,0,0
3986000,0,7,0,0,0
3987000,0,7,0,0,0
3988000,0,7,0,0,0
3989000,0,7,0,0,0
3990000,0,7,0,0,0
3991000,0,7,0,0,0
3992000,0,7,0,0,0
3993000,0,7,0,0,0
3994000,0,7,0,0,0
3995000,0,6,0,0,0
3996000,0,7,0,0,0
3997000,0,7,0,0,0
3998000,0,7,0,0,0
3999000,0,7,0,0,0
4000000,0,7,0,0,0
4001000,0,7,0,0,0
4002000,0,7,0,0,0
4003000,0,7,0,0,0
4004000,0,7,0,0,0
4005000,0,7,0,0,0
4006000,0,7,0,0,0
4007000,0,7,0,0,0
4008000,0,7,0,0,0
4009000,0,7,0,0,0
4010000,0,7,0,0,0
4011000,0,7,0,0,0
4012000,0,7,0,0,0
4013000,0,7,0,0,0
4014000,0,7,0,0,0
4015000,0,7,0,0,0
4016000,0,7,0,0,0
4017000,0,7,0,0,0
4018000,0,7,0,0,0
4019000,0,7,0,0,0
4020000,0,7,0,0,0
4021000,0,7,0,0,0
4022000,0,7,0,0,0
4023000,0,7,0,0,0
4024000,0,7,0,0,0
4025000,0,7,0,0,0
4026000,0,7,0,0,0
4027000,0,7,0,0,0
4028000,0,7,0,0,0
4029000,0,7,0,0,0
4030000,0,7,0,0,0
4031000,0,7,0,0,0
4032000,0,7,0,0,0
4033000,0,7,0,0,0
4034000,0,7,0,0,0
4035000,1,7,0,0,0
4036000,0,7,0,0,0
4037000,0,7,0,0,0
4038000,0,7,0,0,0
4039000,0,7,0,0,0
4040000,0,7,0,0,0
4041000,0,7,0,0,0
4042000,1,7,0,0,0
4043000,0,7,0,0,0
4044000,0,7,0,0,0
4045000,0,7,0,0,0
4046000,0,7,0,0,0
4047000,0,7,0,0,0
4048000,0,7,0,0,0
4049000,0,7,0,0,0
4050000,0,7,0,0,0
4051000,0,7,0,0,0
4052000,0,7,0,0,0
4053000,0,7,0,0,0
4054000,0,7,0,0,0
4055000,0,7,0,0,0
4056000,0,7,0,0,0
4057000,0,7,0,0,0
4058000,0,7,0,0,0
4059000,0,7,0,0,0
4060000,0,7,0,0,0
4061000,0,7,0,0,0
4062000,0,7,0,0,0
4063000,0,7,0,0,0
4064000,0,7,0,0,0
4065000,0,7,0,0,0
4066000,0,7,0,0,0
4067000,0,7,0,0,0
4068000,0,7,0,0,0
4069000,0,7,0,0,0
4070000,0,7,0,0,0
4071000,0,7,0,0,0
4072000,0,7,0,0,0
4073000,0,7,0,0,0
4074000,0,7,0,0,0
4075000,0,7,0,0,0
4076000,0,7,0,0,0
4077000,0,7,0,0,0
4078000,0,7,0,0,0
4079000,0,7,0,0,0
4080000,0,7,0,0,0
4081000,0,7,0,0,0
4082000,0,7,0,0,0
4083000,0,7,0,0,0
4084000,0,7,0,0,0
4085000,0,7,0,0,0
4086000,0,7,0,0,0
4087000,0,7,0,0,0
4088000,0,7,0,0,0
4089000,0,7,0,0,0
4090000,0,7,0,0,0
4091000,0,7,0,0,0
4092000,0,7,0,0,0
4093000,0,7,0,0,0
4094000,0,7,0,0,0
4095000,0,7,0,0,0
4096000,0,7,0,0,0
4097000,0,7,0,0,0
4098000,0,7,0,0,0
4099000,0,7,0,0,0
4100000,0,7,0,0,0
4101000,0,7,0,0,0
4102000,0,7,0,0,0
4103000,0,7,0,0,0
4104000,0,7,0,0,0
4105000,0,7,0,0,0
4106000,0,7,0,0,0
4107000,0,7,0,0,0
4108000,0,7,0,0,0
4109000,0,7,0,0,0
4110000,0,7,0,0,0
4111000,0,7,0,0,0
4112000,0,7,0,0,0
4113000,0,7,0,0,0
4114000,0,7,0,0,0
4115000,0,7,0,0,0
4116000,0,7,0,0,0
4117000,0,7,0,0,0
4118000,0,7,0,0,0
4119000,0,7,0,0,0
4120000,0,7,0,0,0
4121000,0,7,0,0,0
4122000,0,7,0,0,0
4123000,0,7,0,0,0
4124000,0,7,0,0,0
4125000,0,7,0,0,0
4126000,0,7,0,0,0
4127000,0,7,0,0,0
4128000,0,7,0,0,0
4129000,0,7,0,0,0
4130000,0,7,0,0,0
4131000,0,7,0,0,0
4132000,0,7,0,0,0
4133000,0,7,0,0,0
4134000,0,7,0,0,0
4135000,0,7,0,0,0
4136000,0,7,0,0,0
4137000,0,7,0,0,0
4138000,0,7,0,0,0
4139000,0,7,0,0,0
4140000,0,7,0,0,0
4141000,0,7,0,0,0
4142000,0,7,0,0,0
4143000,0,7,0,0,0
4144000,0,7,0,0,0
4145000,0,7,0,0,0
4146000,0,7,0,0,0
4147000,0,7,0,0,0
4148000,0,7,0,0,0
4149000,0,7,0,0,0
4150000,0,7,0,0,0
4151000,0,7,0,0,0
4152000,1,7,0,0,0
4153000,0,7,0,0,0
4154000,0,7,0,0,0
4155000,0,7,0,0,0
4156000,0,7,0,0,0
4157000,0,7,0,0,0
4158000,0,7,0,0,0
4159000,1,7,0,0,0
4160000,0,7,0,0,0
4161000,0,7,0,0,0
4162000,0,7,0,0,0
4163000,0,7,0,0,0
4164000,0,7,0,0,0
4165000,0,7,0,0,0
4166000,0,7,0,0,0
4167000,0,7,0,0,0
4168000,0,7,0,0,0
4169000,0,7,0,0,0
4170000,0,7,0,0,0
4171000,0,7,0,0,0
4172000,0,7,0,0,0
4173000,0,7,0,0,0
4174000,0,7,0,0,0
4175000,0,7,0,0,0
4176000,0,7,0,0,0
4177000,0,7,0,0,0
4178000,0,7,0,0,0
4179000,0,7,0,0,0
4180000,0,7,0,0,0
4181000,0,7,0,0,0
4182000,0,7,0,0,0
4183000,0,7,0,0,0
4184000,0,7,0,0,0
4185000,0,7,0,0,0
4186000,0,7,0,0,0
4187000,0,7,0,0,0
4188000,0,7,0,0,0
4189000,0,7,0,0,0
4190000,0,7,0,0,0
4191000,0,7,0,0,0
4192000,0,7,0,0,0
4193000,0,7,0,0,0
4194000,0,7,0,0,0
4195000,0,7,0,0,0
4196000,0,7,0,0,0
4197000,0,7,0,0,0
4198000,0,7,0,0,0
4199000,0,7,0,0,0
4200000,0,7,0,0,0
4201000,0,7,0,0,0
4202000,0,7,0,0,0
4203000,0,7,0,0,0
4204000,0,7,0,0,0
4205000,0,7,0,0,0
4206000,0,7,0,0,0
4207000,0,7,0,0,0
4208000,0,7,0,0,0
4209000,0,7,0,0,0
4210000,0,7,0,0,0
4211000,0,7,0,0,0
4212000,0,7,0,0,0
4213000,0,7,0,0,0
4214000,0,7,0,0,0
4215000,0,7,0,0,0
4216000,0,7,0,0,0
4217000,1,7,0,0,0
4218000,0,7,0,0,0
4219000,0,7,0,0,0
4220000,0,7,0,0,0
4221000,0,7,0,0,0
4222000,0,7,0,0,0
4223000,0,7,0,0,0
4224000,0,7,0,0,0
4225000,0,7,0,0,0
4226000,0,7,0,0,0
4227000,0,7,0,0,0
4228000,0,7,0,0,0
4229000,0,7,0,0,0
4230000,0,7,0,0,0
4231000,0,7,0,0,0
4232000,0,7,0,0,0
4233000,0,7,0,0,0
4234000,0,7,0,0,0
4235000,0,7,0,0,0
4236000,0,7,0,0,0
4237000,0,7,0,0,0
4238000,0,7,0,0,0
4239000,0,7,0,0,0
4240000,0,6,0,1,0
4241000,0,6,0,1,0
4242000,0,6,0,1,0
4243000,0,6,0,1,0
4244000,0,6,0,1,0
4245000,0,6,0,1,0
4246000,0,6,0,1,0
4247000,0,7,0,0,0
4248000,0,7,0,0,0
4249000,0,7,0,0,0
4250000,0,7,0,0,0
4251000,0,7,0,0,0
4252000,0,7,0,0,0
4253000,0,7,0,0,0
4254000,0,7,0,0,0
4255000,0,7,0,0,0
4256000,0,7,0,0,0
4257000,0,7,0,0,0
4258000,0,7,0,0,0
4259000,0,7,0,0,0
4260000,0,7,0,0,0
4261000,0,7,0,0,0
4262000,0,7,0,0,0
4263000,0,7,0,0,0
4264000,0,7,0,0,0
4265000,0,7,0,0,0
4266000,0,7,0,0,0
4267000,0,7,0,0,0
4268000,0,7,0,0,0
4269000,0,7,0,0,0
4270000,0,7,0,0,0
4271000,0,7,0,0,0
4272000,0,7,0,0,0
4273000,0,7,0,0,0
4274000,0,7,0,0,0
4275000,0,7,0,0,0
4276000,0,7,0,0,0
4277000,0,7,0,0,0
4278000,0,7,0,0,0
4279000,0,7,0,0,0
4280000,0,7,0,0,0
4281000,0,7,0,0,0
4282000,0,7,0,0,0
4283000,0,7,0,0,0
4284000,0,7,0,0,0
4285000,0,7,0,0,0
4286000,0,7,0,0,0
4287000,1,7,0,0,0
4288000,0,7,0,0,0
4289000,0,7,0,0,0
4290000,0,7,0,0,0
4291000,0,7,0,0,0
4292000,0,7,0,0,0
4293000,0,7,0,0,0
4294000,0,7,0,0,0
4295000,0,7,0,0,0
4296000,0,7,0,0,0
4297000,0,7,0,0,0
4298000,0,7,0,0,0
4299000,0,7,0,0,0
4300000,0,7,0,0,0
4300027,0,7,0,0,0
4301000,0,7,0,0,0
4302000,0,7,0,0,0
4303000,0,7,0,0,0
4304000,0,7,0,0,0
4305000,0,7,0,0,0
4306000,0,7,0,0,0
4307000,0,7,0,0,0
4308000,0,7,0,0,0
4309000,0,7,0,0,0
4310000,0,7,0,0,0
4311000,0,7,0,0,0
4312000,0,7,0,0,0
4313000,1,6,0,0,0
4314000,0,7,0,0,0
4315000,0,7,0,0,0
4316000,0,7,0,0,0
4317000,0,7,0,0,0
4318000,0,7,0,0,0
4319000,0,7,0,0,0
4320000,0,7,0,0,0
4321000,0,7,0,0,0
4322000,0,7,0,0,0
4323000,0,7,0,0,0
4324000,0,7,0,0,0
4325000,0,7,0,0,0
4326000,0,7,0,0,0
4327000,0,7,0,0,0
4328000,0,7,0,0,0
4329000,0,7,0,0,0
4330000,0,7,0,0,0
4331000,0,7,0,0,0
4332000,0,7,0,0,0
4333000,0,7,0,0,0
4334000,0,7,0,0,0
4335000,0,7,0,0,0
4336000,0,7,0,0,0
4337000,0,7,0,0,0
4338000,0,7,0,0,0
4339000,0,7,0,0,0
4340000,0,7,0,0,0
4341000,0,7,0,0,0
4342000,0,7,0,0,0
4343000,0,7,0,0,0
4344000,0,7,0,0,0
4345000,0,7,0,0,0
4346000,0,7,0,0,0
4347000,0,7,0,0,0
4348000,0,7,0,0,0
4349000,0,7,0,0,0
4350000,0,7,0,0,0
4351000,0,7,0,0,0
4352000,0,7,0,0,0
4353000,0,7,0,0,0
4354000,0,7,0,0,0
4355000,0,7,0,0,0
4356000,0,7,0,0,0
4357000,0,7,0,0,0
4358000,0,7,0,0,0
4359000,0,7,0,0,0
4360000,0,7,0,0,0
4361000,0,7,0,0,0
4362000,0,7,0,0,0
4363000,0,7,0,0,0
4364000,0,7,0,0,0
4365000,0,7,0,0,0
4366000,0,7,0,0,0
4367000,0,7,0,0,0
4368000,0,7,0,0,0
4369000,0,7,0,0,0
4370000,0,7,0,0,0
4371000,0,7,0,0,0
4372000,0,7,0,0,0
4373000,0,7,0,0,0
4374000,0,7,0,0,0
4375000,0,7,0,0,0
4376000,0,7,0,0,0
4377000,0,7,0,0,0
4378000,0,7,0,0,0
4379000,0,7,0,0,0
4380000,0,7,0,0,0
4381000,0,7,0,0,0
4382000,0,7,0,0,0
4383000,0,7,0,0,0
4384000,0,7,0,0,0
4385000,0,7,0,0,0
4386000,0,7,0,0,0
4387000,0,7,0,0,0
4388000,0,7,0,0,0
4389000,0,7,0,0,0
4390000,0,7,0,0,0
4391000,0,7,0,0,0
4392000,0,7,0,0,0
4393000,0,7,0,0,0
4394000,0,7,0,0,0
4395000,0,7,0,0,0
4396000,0,7,0,0,0
4397000,0,7,0,0,0
4398000,0,7,0,0,0
4399000,0,7,0,0,0
4400000,0,7,0,0,0
4401000,0,7,0,0,0
4402000,0,7,0,0,0
4403000,0,7,0,0,0
4404000,0,7,0,0,0
4405000,0,7,0,0,0
4406000,0,7,0,0,0
4407000,0,7,0,0,0
4408000,0,7,0,0,0
4409000,0,7,0,0,0
4410000,0,7,0,0,0
4411000,0,7,0,0,0
4412000,0,7,0,0,0
4413000,0,7,0,0,0
4414000,0,7,0,0,0
4415000,0,7,0,0,0
4416000,0,7,0,0,0
4417000,0,7,0,0,0
4418000,0,7,0,0,0
4419000,0,7,0,0,0
4420000,0,7,0,0,0
4421000,0,7,0,0,0
4422000,0,7,0,0,0
4423000,0,7,0,0,0
4424000,0,7,0,0,0
4425000,0,7,0,0,0
4426000,0,7,0,0,0
4427000,0,7,0,0,0
4428000,0,7,0,0,0
4429000,0,7,0,0,0
4430000,0,7,0,0,0
4431000,0,7,0,0,0
4432000,0,7,0,0,0
4433000,0,7,0,0,0
4434000,0,7,0,0,0
4435000,0,7,0,0,0
4436000,0,7,0,0,0
4437000,0,7,0,0,0
4438000,0,7,0,0,0
4439000,0,7,0,0,0
4440000,0,7,0,0,0
4441000,0,7,0,0,0
4442000,0,7,0,0,0
4443000,0,7,0,0,0
4444000,0,7,0,0,0
4445000,0,7,0,0,0
4446000,0,7,0,0,0
4447000,0,7,0,0,0
4448000,0,7,0,0,0
4449000,0,7,0,0,0
4450000,0,7,0,0,0
4451000,0,7,0,0,0
4452000,0,7,0,0,0
4453000,0,7,0,0,0
4454000,0,7,0,0,0
4455000,0,7,0,0,0
4456000,0,7,0,0,0
4457000,0,7,0,0,0
4458000,0,7,0,0,0
4459000,0,7,0,0,0
4460000,0,7,0,0,0
4461000,0,7,0,0,0
4462000,0,7,0,0,0
4463000,0,7,0,0,0
4464000,0,7,0,0,0
4465000,0,7,0,0,0
4466000,0,7,0,0,0
4467000,0,7,0,0,0
4468000,0,7,0,0,0
4469000,0,7,0,0,0
4470000,0,7,0,0,0
4471000,0,7,0,0,0
4472000,1,7,0,0,0
4473000,0,7,0,0,0
4474000,0,7,0,0,0
4475000,0,7,0,0,0
4476000,0,7,0,0,0
4477000,0,7,0,0,0
4478000,0,7,0,0,0
4479000,0,7,0,0,0
4480000,0,7,0,0,0
4481000,0,7,0,0,0
4482000,0,7,0,0,0
4483000,0,7,0,0,0
4484000,0,7,0,0,0
4485000,0,7,0,0,0
4486000,0,7,0,0,0
4487000,0,7,0,0,0
4488000,0,7,0,0,0
4489000,0,7,0,0,0
4490000,0,7,0,0,0
4491000,0,7,0,0,0
4492000,0,7,0,0,0
4493000,0,6,0,1,0
4494000,0,7,0,0,0
4495000,0,7,0,0,0
4496000,0,7,0,0,0
4497000,0,7,0,0,0
4498000,0,7,0,0,0
4499000,0,7,0,0,0
4500000,0,7,0,0,0
4501000,0,7,0,0,0
4502000,0,7,0,0,0
4503000,0,7,0,0,0
